ID,intercept,PE,blockCond,modRU,modSurp,modSurp*blockCond,hit,UP
1,1,-0.848646171157355,0,0.404664207299226,0.00697183693283612,0,-0.356993736951983,1
1,1,0.777786605042855,0,0.365834140292724,-0.0702726537228626,-0,-0.356993736951983,1
1,1,0.275693556541738,0,0.203239951672454,-0.120568139476703,-0,-0.356993736951983,1
1,1,-0.831902304659648,0,0.0106434795701245,-0.0521444035413744,-0,-0.356993736951983,1
1,1,-0.352816238954603,0,0.0108748347668097,-0.126735652780991,-0,-0.356993736951983,1
1,1,-0.0155238497446852,0,-0.044048549952622,-0.137009531710327,-0,0.643006263048017,1
1,1,0.688999877700256,0,-0.0632538701814416,-0.0827808369193001,-0,-0.356993736951983,1
1,1,-0.367908605624177,0,-0.0397185115837632,-0.126841792538705,-0,0.643006263048017,1
1,1,-0.320175895871523,0,-0.0572575924637914,-0.129897944768773,-0,0.643006263048017,1
1,1,-0.363648352080303,0,-0.063362978732778,-0.127468495398204,-0,-0.356993736951983,1
1,1,1.41320685049874,0,-0.0638388313768375,0.610153072823384,0,-0.356993736951983,1
1,1,0.54858823865021,0,0.12388636677805,-0.111185161338855,-0,-0.356993736951983,1
1,1,0.88836605470331,0,0.000569907115988921,-0.0275693704479482,-0,-0.356993736951983,1
1,1,-0.259283068309767,0,0.0234645017153974,-0.130470078579829,-0,0.643006263048017,1
1,1,0.317347778093301,0,-0.0433048784182748,-0.129768283070551,-0,0.643006263048017,1
1,1,-0.145296972404721,0,-0.0596798540230222,-0.136074770735271,-0,0.643006263048017,1
1,1,0.367428267696536,0,-0.0667145732400631,-0.127269214411235,-0,-0.356993736951983,1
1,1,1.30931596569001,0,-0.0646416746775665,0.473370672831748,0,-0.356993736951983,1
1,1,0.426584094251271,0,0.12786107917184,-0.119333577903344,-0,0.643006263048017,1
1,1,-1.34138124053998,0,-0.00734692437153961,0.414423968701865,0,-0.356993736951983,1
1,1,0.975617782822982,0,0.166768563757287,-0.0494994653820675,-0,-0.356993736951983,1
1,1,0.294423977295274,0,0.092536371291937,-0.126687621596949,-0,0.643006263048017,1
1,1,0.0325219159654111,0,-0.0236420607691787,-0.136312715030613,-0,0.643006263048017,1
1,1,-0.0487721794364932,0,-0.0579838972443537,-0.137286215152807,-0,0.643006263048017,1
1,1,0.467430352657398,0,-0.0667951243033497,-0.119065953659297,-0,-0.356993736951983,1
1,1,-1.00533324125913,0,-0.0607138301701305,0.078296508283615,0,-0.356993736951983,1
1,1,0.40081713012782,0,0.0459480329793205,-0.123189330001805,-0,-0.356993736951983,1
1,1,0.0175100328259758,0,-0.0325002918142449,-0.136645439138625,-0,0.643006263048017,1
1,1,-0.0105196739844731,0,-0.0602806875517704,-0.137502030528118,-0,0.643006263048017,1
1,1,2.30364079655923,0,-0.0674508855305771,0.833964347827906,0,-0.356993736951983,1
1,1,0.400074400890589,0,0.0312472139426407,-0.123551237730385,-0,0.643006263048017,1
1,1,0.104853583785026,0,-0.0366122174768477,-0.13608450919548,-0,-0.356993736951983,1
1,1,0.196724644551765,0,-0.0610221663081337,-0.134876824175115,-0,-0.356993736951983,1
1,1,0.414902903051714,0,-0.06654675787591,-0.123804216869917,-0,-0.356993736951983,1
1,1,0.822719889719924,0,-0.0629641179767848,-0.0378336211495864,-0,-0.356993736951983,1
1,1,-1.53686132659908,0,-0.013696385033613,0.663120915500077,0,-0.356993736951983,1
1,1,0.149265514887436,0,0.153602700294127,-0.126892270288751,-0,0.643006263048017,1
1,1,-0.0830017853013008,0,-0.00946040409007132,-0.135475282464627,-0,0.643006263048017,1
1,1,-0.315611066879906,0,-0.0541602934552569,-0.130074660122872,-0,-0.356993736951983,1
1,1,0.452719236313978,0,-0.0626396681865856,-0.120497202167921,-0,-0.356993736951983,1
1,1,-0.225251392761654,0,-0.0602551517404598,-0.133984494106777,-0,-0.356993736951983,1
1,1,0.103142662928355,0,-0.0659704039633593,-0.136962532421125,-0,0.643006263048017,1
1,1,-0.790970930721887,0,-0.068647385969294,-0.0496759152653752,-0,-0.356993736951983,1
1,1,0.587406481249381,0,-0.0229450275660904,-0.105030997670824,-0,-0.356993736951983,1
1,1,0.297656800754432,0,-0.0395800723792015,-0.130639940841016,-0,-0.356993736951983,1
1,1,-0.113609676237632,0,-0.0591545261871542,-0.136618594361447,-0,0.643006263048017,1
1,1,0.151671956078244,0,-0.0668099095390179,-0.136136988206765,-0,0.643006263048017,1
1,1,0.0650970883819078,0,-0.0685255557329471,-0.137464160598111,-0,0.643006263048017,1
1,1,0.265412220432176,0,-0.0694831029823765,-0.132710176760752,-0,0.643006263048017,1
1,1,-0.377641017872413,0,-0.0677838326570367,-0.126595699419156,-0,0.643006263048017,1
1,1,2.77739437169625,0,-0.0646170250279491,0.834059801586289,0,-0.356993736951983,1
1,1,0.0526945974323074,0,0.0328518217574069,-0.134171854735151,-0,0.643006263048017,1
1,1,0.101297921196158,0,-0.0434348919873822,-0.136338531170057,-0,0.643006263048017,1
1,1,-0.119521076574152,0,-0.0628074672247426,-0.13662753481043,-0,-0.356993736951983,1
1,1,0.163723831484047,0,-0.0677230725007577,-0.135895309444948,-0,0.643006263048017,1
1,1,0.40403584243155,0,-0.0686573634527315,-0.124678429232082,-0,0.643006263048017,1
1,1,0.195886049332219,0,-0.0639578151199464,-0.134975876549832,-0,0.643006263048017,1
1,1,0.10743064975031,0,-0.0673292397533585,-0.136938979408509,-0,0.643006263048017,1
1,1,-0.629207156673488,0,-0.0689773646353758,-0.0957089409436614,-0,-0.356993736951983,0
1,1,1.59123626000107,0,0.404664207299226,0.0203138602080778,0,-0.356993736951983,1
1,1,-1.07028910686103,0,0.373912111269416,-0.0539117361418721,-0,-0.356993736951983,1
1,1,-0.0738916557562525,0,0.249918158011257,-0.118403325784749,-0,0.643006263048017,1
1,1,0.108523697704738,0,0.0256960512601347,-0.133914937119843,-0,-0.356993736951983,1
1,1,0.516366168837216,0,-0.0449457344386544,-0.113899826289049,-0,-0.356993736951983,1
1,1,-0.216446059063904,0,-0.0516473445814446,-0.134049587126185,-0,-0.356993736951983,1
1,1,0.0675441502673087,0,-0.0638253308641099,-0.137309814645127,-0,0.643006263048017,1
1,1,0.727401483436236,0,-0.068252141110989,-0.0716361333857655,-0,-0.356993736951983,1
1,1,-0.220166456329836,0,-0.0352286018076232,-0.133497628284171,-0,0.643006263048017,1
1,1,-0.513507231667354,0,-0.0594588700322107,-0.114056272334015,-0,-0.356993736951983,1
1,1,-0.206936017512957,0,-0.0560049693316917,-0.134451723150185,-0,0.643006263048017,1
1,1,-2.6201384810995,0,-0.0650997921694546,0.834057703187056,0,-0.356993736951983,1
1,1,0.245328224217979,0,0.0325509173158736,-0.130632482935159,-0,-0.356993736951983,1
1,1,-0.182191430565307,0,-0.0412046467871331,-0.134729306345485,-0,-0.356993736951983,1
1,1,0.129062064206006,0,-0.0615270283365634,-0.136430621456391,-0,0.643006263048017,1
1,1,2.78318107749297,0,-0.0673230454736788,0.834059854335602,0,-0.356993736951983,1
1,1,-1.7601303293668,0,0.0311363124653674,0.759344081203744,0,-0.356993736951983,1
1,1,0.393810526827483,0,0.15692717964129,-0.119673093481554,-0,-0.356993736951983,1
1,1,0.156466881431181,0,-1.67007905024219e-05,-0.134043341863222,-0,-0.356993736951983,1
1,1,-0.5321641335855,0,-0.0511270765033762,-0.111883693901354,-0,-0.356993736951983,1
1,1,0.743118234554115,0,-0.0523468691318764,-0.0691619034839538,-0,-0.356993736951983,1
1,1,-0.111032196880632,0,-0.0274990579519624,-0.135715973241197,-0,0.643006263048017,1
1,1,-0.718754952610788,0,-0.0586290258797455,-0.0754088602020896,-0,-0.356993736951983,1
1,1,0.903283458582783,0,-0.0336868109989422,-0.0079872248337832,-0,-0.356993736951983,1
1,1,-0.893375816771685,0,0.0181106769855067,-0.0310929368547852,-0,-0.356993736951983,1
1,1,0.361907419442526,0,0.0298948672644,-0.12579124793566,-0,0.643006263048017,1
1,1,1.55408729572365,0,-0.0385516483585361,0.711130359770378,0,-0.356993736951983,1
1,1,-2.64590091810394,0,0.123671473205726,0.833052749437731,0,-0.356993736951983,1
1,1,0.236639692380043,0,0.164839771960166,-0.12446381922918,-0,-0.356993736951983,1
1,1,-0.501207052275308,0,-0.0039634264529862,-0.11584886380162,-0,-0.356993736951983,1
1,1,0.319803229789843,0,-0.0409501562657625,-0.129595111122509,-0,-0.356993736951983,1
1,1,1.78539867966682,0,-0.0589854949991808,0.816407522686791,0,-0.356993736951983,1
1,1,0.222751468265514,0,0.0558174300273754,-0.130446439919728,-0,0.643006263048017,1
1,1,-0.758735725068135,0,-0.0354985921668117,-0.0669861289975467,-0,-0.356993736951983,1
1,1,-0.167165599750892,0,-0.0193459911495024,-0.134439273182279,-0,0.643006263048017,1
1,1,0.00847255741868526,0,-0.0560137946859395,-0.137379698502389,-0,0.643006263048017,1
1,1,-3.02770511497373,0,-0.0663474157639407,0.834060114120007,0,-0.356993736951983,1
1,1,-0.341838621527844,0,0.0317535457172496,-0.126775136015605,-0,0.643006263048017,1
1,1,-0.741155185900992,0,-0.0387670042169667,-0.0716969855319192,-0,-0.356993736951983,1
1,1,-0.385876875844092,0,-0.0236707870684709,-0.125435471441888,-0,-0.356993736951983,1
1,1,0.314976194788782,0,-0.0522557602928317,-0.130069399570066,-0,-0.356993736951983,1
1,1,-1.94161460798729,0,-0.0621427842042891,0.829799591780676,0,-0.356993736951983,1
1,1,0.500074255882615,0,0.0403062690926409,-0.115936483629088,-0,-0.356993736951983,1
1,1,-0.0680201757893243,0,-0.0283924734655406,-0.136239554657217,-0,0.643006263048017,1
1,1,1.20147613156884,0,-0.0590957910923166,0.306406105115408,0,-0.356993736951983,1
1,1,0.0407702851522842,0,0.114481544682514,-0.130353195631868,-0,0.643006263048017,1
1,1,-0.0478604936228266,0,-0.02186849421782,-0.136177032449903,-0,0.643006263048017,1
1,1,-0.070712040057769,0,-0.05749106173407,-0.13709902144859,-0,0.643006263048017,1
1,1,-0.380646243132876,0,-0.0665961928380512,-0.126373271180488,-0,-0.356993736951983,1
1,1,0.0529659297479052,0,-0.0641936937381359,-0.137436986722353,-0,0.643006263048017,1
1,1,0.156096095416414,0,-0.0683944551622551,-0.136084082989801,-0,0.643006263048017,1
1,1,-0.104238434938002,0,-0.0689025721876343,-0.137028179607765,-0,0.643006263048017,1
1,1,0.569215357529939,0,-0.0694060641292001,-0.106233544559304,-0,-0.356993736951983,1
1,1,-0.93209607384628,0,-0.0548626001679596,0.0185711362205369,0,-0.356993736951983,1
1,1,0.302320294745717,0,0.021202688964671,-0.1288827105548,-0,0.643006263048017,1
1,1,-0.0818492193590973,0,-0.042832360584576,-0.136553804127918,-0,0.643006263048017,1
1,1,-0.176741224955161,0,-0.0627554681655453,-0.135452443027189,-0,0.643006263048017,1
1,1,-1.08544587238807,0,-0.067225374709436,0.16589203102188,0,-0.356993736951983,1
1,1,1.06919242972742,0,0.0741597217976405,0.0289122218445398,0,-0.356993736951983,1
1,1,-0.216915743960941,0,0.104206109853006,-0.128462971963563,-0,0.643006263048017,0
1,1,0.578814265813574,0,0.404664207299226,0.00423491027455378,0,-0.356993736951983,1
1,1,-1.00599264371565,0,0.363812820835078,-0.0622598585425293,-0,-0.356993736951983,1
1,1,0.501931906793007,0,0.221084316628915,-0.110679047668694,-0,-0.356993736951983,1
1,1,0.438524888989558,0,0.0315549406784351,-0.120965297017905,-0,-0.356993736951983,1
1,1,-0.82749635981417,0,-0.0346484665058548,-0.0430530831509818,-0,-0.356993736951983,1
1,1,2.72145126287862,0,-0.0037330144741301,0.834054135629837,0,-0.356993736951983,1
1,1,-2.92609622883181,0,0.0725313966175664,0.83404749203751,0,-0.356993736951983,1
1,1,-0.275849240520045,0,0.125305390097313,-0.125768148219463,-0,-0.356993736951983,1
1,1,0.693441251564781,0,-0.0148536283842535,-0.0863906893577196,-0,-0.356993736951983,1
1,1,0.672181194554657,0,-0.0243233838829605,-0.0901062217552922,-0,-0.356993736951983,1
1,1,-0.439750954354063,0,-0.0302415472958407,-0.121518559316832,-0,-0.356993736951983,1
1,1,-0.00477578190871831,0,-0.0518025087904355,-0.137257981209541,-0,0.643006263048017,1
1,1,0.371943740698042,0,-0.0652602709398988,-0.126950387405597,-0,-0.356993736951983,1
1,1,-0.177589010547906,0,-0.0641040731386147,-0.135466647227808,-0,-0.356993736951983,1
1,1,-2.7868628833152,0,-0.0675705684493924,0.834059869687478,0,-0.356993736951983,1
1,1,-0.345662079403183,0,0.0309795595120098,-0.126605997252237,-0,0.643006263048017,1
1,1,-1.14167063832333,0,-0.0388447471019513,0.199272705977001,0,-0.356993736951983,1
1,1,0.501924460874064,0,0.104304472429601,-0.115142231888989,-0,0.643006263048017,1
1,1,0.230758852216776,0,-0.00944557772983101,-0.132433063986467,-0,0.643006263048017,1
1,1,0.269397900963777,0,-0.0525306595964485,-0.132165244931427,-0,0.643006263048017,1
1,1,-0.63528445433624,0,-0.063193253718196,-0.0948601202790592,-0,-0.356993736951983,1
1,1,-0.206509625208014,0,-0.0465968895253702,-0.134216828969796,-0,0.643006263048017,1
1,1,0.434319803640943,0,-0.0626342417132255,-0.122157155528905,-0,0.643006263048017,1
1,1,1.64854580634097,0,-0.0610813919746851,0.783484561897709,0,-0.356993736951983,1
1,1,0.152573193132659,0,0.0772859965801619,-0.131088236956794,-0,0.643006263048017,1
1,1,-0.23134951920747,0,-0.0309607963719339,-0.133024040167992,-0,-0.356993736951983,1
1,1,0.0105475598447056,0,-0.0581635158320971,-0.137440240300619,-0,0.643006263048017,1
1,1,-0.205244709981807,0,-0.0669026101233865,-0.134779123803148,-0,0.643006263048017,1
1,1,-1.858732461503,0,-0.0679924934020479,0.825882315016591,0,-0.356993736951983,1
1,1,0.181355195402063,0,0.0408260769115316,-0.132053948797585,-0,0.643006263048017,1
1,1,0.0450613718094629,0,-0.0401818613047747,-0.136775506674606,-0,0.643006263048017,1
1,1,0.620971119247477,0,-0.0622066659247905,-0.0977003220853384,-0,-0.356993736951983,1
