ID,intercept,PE,blockCond,modRU,modSurp,modSurp*blockCond,hit,UP
6,1,2.03557016904869,0,0.399219320526968,0.0292369180148744,0,-0.325678496868476,1
6,1,1.4698776042414,0,0.374510297867926,-0.03419989034866,-0,-0.325678496868476,1
6,1,0.390558760735674,0,0.292963807188131,-0.110605715891597,-0,0.674321503131524,1
6,1,1.04690754453884,0,0.0643716024745774,0.0155010784529385,0,-0.325678496868476,1
6,1,-0.705383646152189,0,0.0906580553053399,-0.0979713437721634,-0,-0.325678496868476,1
6,1,-1.93617211337677,0,0.00622045538219795,0.811736930647266,0,-0.325678496868476,1
6,1,-2.63725768691564,0,0.0976657181461482,0.827159245947352,0,-0.325678496868476,1
6,1,0.240725434015285,0,0.143204076783357,-0.1311059607298,-0,-0.325678496868476,1
6,1,0.620915748618007,0,-0.0140833331009059,-0.105735484966172,-0,-0.325678496868476,1
6,1,0.271046654304435,0,-0.0369509215365231,-0.137380761608937,-0,0.674321503131524,1
6,1,-0.846936025529243,0,-0.0629114759325694,-0.0326188404373393,-0,-0.325678496868476,1
6,1,-0.33669719946595,0,-0.0103971860751029,-0.133677196160464,-0,-0.325678496868476,1
6,1,-0.362579550516687,0,-0.0541307067036413,-0.133035288252963,-0,-0.325678496868476,1
6,1,-0.267709427406154,0,-0.0651718785033649,-0.138199287877388,-0,-0.325678496868476,1
6,1,0.0499936550307327,0,-0.0704853362250343,-0.14336483113409,-0,0.674321503131524,1
6,1,1.29693132564886,0,-0.0740031625242129,0.459778861668112,0,-0.325678496868476,1
6,1,-0.580876305985869,0,0.118805747281071,-0.113795157118108,-0,-0.325678496868476,1
6,1,-0.656151732592912,0,-0.00108069631882923,-0.100398813854259,-0,-0.325678496868476,1
6,1,0.37012687565297,0,-0.028766108317538,-0.132135707463848,-0,0.674321503131524,1
6,1,0.245048953139214,0,-0.0580071265533041,-0.138919951819209,-0,0.674321503131524,1
6,1,0.272145344279127,0,-0.0689798114799842,-0.138097253045363,-0,-0.325678496868476,1
6,1,-0.294471783077179,0,-0.0714197360192789,-0.137134240738628,-0,0.674321503131524,1
6,1,0.121688411635415,0,-0.0716287452065966,-0.142555461113681,-0,0.674321503131524,1
6,1,0.286722366191336,0,-0.0739653995443498,-0.137553226197029,-0,0.674321503131524,1
6,1,-0.0878352918370186,0,-0.0724729253331515,-0.143067745907368,-0,0.674321503131524,1
6,1,-2.82998375687741,0,-0.0743806140939297,0.827694964343196,0,-0.325678496868476,1
6,1,1.30154788423054,0,0.0246706165075499,0.289910663975817,0,-0.325678496868476,1
6,1,-0.832340437528578,0,0.171030838194127,-0.0847632623027322,-0,-0.325678496868476,1
6,1,0.649975461175491,0,0.0557245609306442,-0.104430176721763,-0,-0.325678496868476,1
6,1,-0.355413355043767,0,-0.0125258309933897,-0.132700297832278,-0,-0.325678496868476,1
6,1,0.615296384603663,0,-0.0540988263686378,-0.1047418446649,-0,-0.325678496868476,1
6,1,-1.29617160245428,0,-0.0494957692768199,0.415902834761225,0,-0.325678496868476,1
6,1,0.382330972395558,0,0.134637917867743,-0.126632246166284,-0,-0.325678496868476,1
6,1,0.728499116617897,0,-0.011107503633173,-0.0842586063817257,-0,-0.325678496868476,1
6,1,0.218250848950504,0,-0.0207270304701627,-0.138800554673555,-0,-0.325678496868476,1
6,1,-0.62321019129806,0,-0.0596012095858681,-0.102989430577887,-0,-0.325678496868476,1
