ID,Date,time,cond,condcolor,percentTrialsStay,practiceblock,cannon,driftConc,block,trial,StaySwitch,TAC,hit,angmu,outcome,pred,prev_placementAngle,predT,cannonballs_caught,cannonballs_missed,accPerf,angleup,angledown,outcomeindex,UP,distmean,allASS,blockearnings,picture.wall.stimulusonset.1,shape.responsearea.stimulusonset.1,picture.cannonball.stimulusonset.1,picture.shield_center.stimulusonset.1,picture.shield.stimulusonset.1,shieldsize,total_trialnum,perf,predErr,distMean,catch_miss,changepoint,cond_num,cBal,Irreg,sex,age,oddballProb,predErrMin,predErrNorm,predErrPlus,actRew,rew,UPMin,UPNorm,UPPlus,catchTrial,sigma,oddBall,cp
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,1,0,1,0,83.424026836507025,75.15343594475726,236.6114864238885,144.72757855140162,1722,0,1,0,261.6114864238885,211.6114864238885,6,91.88390787248687,0,50,0,0,3,0,4,0,50,1,0,161.45805047913123,153.18745958738145,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,2,0,2,0,83.424026836507025,99.7735539521735,42.45953259538967,236.6114864238885,1211,0,2,0,51.45953259538967,33.45953259538967,6,165.84804617150118,0,18,0,0,3,0,3,0,18,2,0,57.31402135678383,40.96449424111736,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,3,0,3,1,83.424026836507025,99.74102092428234,111.07749411698674,42.45953259538967,1317,1,2,0,125.57749411698674,96.57749411698674,5,68.61796152159707,0,29,0,0,4,0,4,0,29,3,0.5,11.336473192704403,27.653467280479717,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,4,0,4,0,83.424026836507025,57.66939474714535,102.89048062975138,111.07749411698674,1637,1,3,0,121.39048062975138,84.39048062975138,6,8.187013487235362,0,37,0,0,3,0,4,0,37,4,0,45.22108588260603,19.466453793244355,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,5,0,5,0,83.424026836507025,78.46646458224916,56.23176638402444,102.89048062975138,859,1,0,0,62.73176638402444,49.73176638402444,6,46.65871424572694,0,13,0,0,4,0,4,0,13,5,0,22.23469819822472,27.192260452482586,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,6,0,6,1,83.424026836507025,89.88776442738352,81.14569181167815,56.23176638402444,755,2,0,0,95.14569181167815,67.14569181167815,5,24.91392542765371,0,28,0,0,3,0,4,0,28,6,0.5,8.742072615705368,2.278335024828877,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,7,1,0,0,7.490576535344724,30.096663221587917,105.08863081273624,81.14569181167815,1120,2,1,0,120.08863081273624,90.08863081273624,6,23.942939001058093,0,30,0,0,3,0,4,0,30,7,0,74.99196759114832,97.59805427739151,miss,7,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,1
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,8,1,0,0,18.657330660768164,2.222828630568447,32.51453250914285,105.08863081273624,947,2,2,0,35.51453250914285,29.514532509142853,6,72.57409830359339,0,6,0,0,4,0,4,0,6,8,0,30.291703878574406,13.85720184837469,miss,8,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,1
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,9,0,1,0,18.657330660768164,35.99866947818906,96.13440994392391,32.51453250914285,2080,2,3,0,119.63440994392391,72.63440994392391,6,63.61987743478106,0,47,0,0,3,0,4,0,47,9,0,60.135740465734855,77.47707928315575,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
7,2021-10-08,16:30:17,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,10,0,2,0,18.657330660768164,38.08243752504373,101.14700652592191,96.13440994392391,1651,2,0,0,118.14700652592191,84.14700652592191,6,5.012596581997997,0,34,0,0,3,0,4,0,34,10,0,63.06456900087818,82.48967586515374,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
