Date,ID,TAC,UP,UPMin,UPNorm,UPPlus,accPerf,actRew,age,allASS,block,boatType,cBal,catchTrial,cond,cp,distMean,driftConc,hit,initiationRTs,memErr,memErrMin,memErrNorm,memErrPlus,oddBall,oddballProb,outT,outcome,perf,pred,predErr,predErrMin,predErrNorm,predErrPlus,predT,rew,sex,sigma,timestampOffset,timestampOnset,timestampPrediction,trial,triggers,vola
2021-11-01,132661,1,73.41339843263447,0,0,0,4.5,0,33,1,1,NA,1,0,ODDBALL,NA,104.13978817009854,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,13.34813428743375,0,285.05805746972703,88.29007681770673,NA,NA,NA,1197,0.5,1,18.775,NA,NA,NA,1,NA,NA
2021-11-01,132661,2,149.2578285032322,0,0,0,4.5,0,33,1,1,NA,1,0,ODDBALL,NA,41.109377669529714,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,48.31719461135456,0,74.31588597295921,25.99869136160465,NA,NA,NA,931,0.5,1,18.775,NA,NA,NA,2,NA,NA
2021-11-01,132661,3,165.38766585080236,0,0,0,4.5,0,33,1,1,NA,1,0,ODDBALL,NA,154.51662889419697,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,31.558010348412935,0,239.70355182376156,151.85445852465136,NA,NA,NA,341,0.5,1,18.775,NA,NA,NA,3,NA,NA
2021-11-01,132661,4,84.62598781893652,0,0,0,4.5,0,33,1,1,NA,1,0,ODDBALL,NA,69.89064107526048,18.775,0,NA,NA,NA,NA,NA,1,0.14,NA,71.7751924115641,0,324.3295396426981,107.44565276886601,NA,NA,NA,284,0.5,1,18.775,NA,NA,NA,4,NA,NA
2021-11-01,132661,5,83.05640438769075,0,0,0,4.5,0,33,1,1,NA,1,0,ODDBALL,NA,13.542647553810774,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,36.90996058305174,0,47.38594403038881,10.475983447337072,NA,NA,NA,635,0.5,1,18.775,NA,NA,NA,5,NA,NA
2021-11-01,132661,6,14.16231759330163,0,0,0,4.5,0,33,1,1,NA,1,0,ODDBALL,NA,7.863279205880929,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,28.551653281101785,0,33.223626437087184,4.671973155985398,NA,NA,NA,778,0.5,1,18.775,NA,NA,NA,6,NA,NA
2021-11-01,132661,7,4.810964994014601,0,0,0,4.5,0.5,33,1,1,NA,1,0,ODDBALL,NA,16.0933444886323,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,21.34028037237,0.5,28.412661443072583,7.072381070702583,NA,NA,NA,656,0.5,1,18.775,NA,NA,NA,7,NA,NA
2021-11-01,132661,8,17.692281196822815,0,0,0,4.5,0,33,1,1,NA,1,0,ODDBALL,NA,33.785625685455116,18.775,0,NA,NA,NA,NA,NA,1,0.14,NA,178.8692290007298,0,10.720380246249768,168.14884875448004,NA,NA,NA,1196,0.5,1,18.775,NA,NA,NA,8,NA,NA
2021-11-01,132661,9,29.573539010668867,0,0,0,4.5,0,33,1,1,NA,1,0,ODDBALL,NA,63.870477862310565,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,29.666528616014496,0,341.1468412355809,48.519687380433595,NA,NA,NA,864,0.5,1,18.775,NA,NA,NA,9,NA,NA
2021-11-01,132661,10,55.8873841992085,0,0,0,4.5,0,33,1,1,NA,1,0,ODDBALL,NA,7.983093663102046,18.775,0,NA,NA,NA,NA,NA,1,0.14,NA,76.23910888941938,0,37.034225434789406,39.20488345462998,NA,NA,NA,327,0.5,1,18.775,NA,NA,NA,10,NA,NA
