ID,Date,time,cond,condcolor,percentTrialsStay,practiceblock,cannon,driftConc,block,trial,StaySwitch,TAC,hit,angmu,outcome,pred,prev_placementAngle,predT,cannonballs_caught,cannonballs_missed,accPerf,angleup,angledown,outcomeindex,UP,distmean,allASS,blockearnings,picture.wall.stimulusonset.1,shape.responsearea.stimulusonset.1,picture.cannonball.stimulusonset.1,picture.shield_center.stimulusonset.1,picture.shield.stimulusonset.1,shieldsize,total_trialnum,perf,predErr,distMean,catch_miss,changepoint,cond_num,cBal,Irreg,sex,age,oddballProb,predErrMin,predErrNorm,predErrPlus,actRew,rew,UPMin,UPNorm,UPPlus,catchTrial,sigma,oddBall,cp
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,1,1,1,0,120.42241062047482,297.46799456362334,180.83841497440213,268.3634229583833,878,0,1,3.5,193.33841497440213,168.33841497440213,6,87.52500798398117,0,25,1,0,5,0,5,0,25,1,0,116.62957958922121,60.416004353927306,miss,1,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,1,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,2,0,2,0,118.1620630744839,121.62313975524164,37.40535663140856,180.83841497440213,1509,0,2,3.5,55.40535663140856,19.40535663140856,6,143.43305834299358,0,36,1,0,5,0,10,0,36,2,0,84.21778312383307,80.75670644307533,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,3,0,3,1,114.05228656298547,106.19211372643153,83.81474508441765,NA,1131,1,2,3.5,109.81474508441765,57.81474508441765,5,83.81474508441765,0,52,1,0,10,0,6,0,52,4,0.5,22.377368642013877,30.23754147856782,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,4,0,4,0,115.40143728497048,153.57695003034513,93.59356618786519,83.81474508441765,1236,1,3,3.5,97.59356618786519,89.59356618786519,6,9.778821103447541,0,8,1,1,5,1,6,1,8,5,0,59.98338384247994,21.80787109710529,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,5,0,5,0,113.95207812729798,122.1296263447015,162.5451322067714,93.59356618786519,908,1,0,3.5,192.0451322067714,133.0451322067714,6,68.9515660189062,0,59,1,4,5,4,5,4,59,6,0,40.41550586206989,48.59305407947342,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,6,0,6,0,106.16151191077682,98.98244967025626,209.9169401776701,162.5451322067714,1337,1,1,3.5,234.4169401776701,185.4169401776701,6,47.371807970898715,0,49,1,0,16,0,6,0,49,7,0,110.93449050741386,103.75542826689329,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,7,0,7,0,103.83233945756162,86.54882155185811,237.65255650055798,209.9169401776701,1351,1,2,3.5,240.65255650055798,234.65255650055798,6,27.735616322887864,0,6,1,0,5,0,7,0,6,8,0,151.10373494869987,133.82021704299638,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,8,0,8,0,104.79842140610442,109.55768594850319,95.76513455797236,237.65255650055798,1076,1,3,3.5,103.76513455797236,87.76513455797236,6,141.8874219425856,0,16,1,0,7,0,5,0,16,9,0,13.792551390530832,9.033286848132065,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,9,0,9,0,108.49136795123894,142.76155797324253,107.18570614422477,95.76513455797236,924,1,0,3.5,124.18570614422477,90.18570614422477,6,11.420571586252407,0,34,1,0,9,0,49,0,34,10,0,35.575851829017765,1.3056618070141752,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,10,0,10,1,116.46107969745178,151.7574081749201,136.22757883213455,107.18570614422477,810,2,0,3.5,163.72757883213455,108.72757883213455,5,29.041872687909787,0,55,1,0,4,0,6,0,55,11,0.5,15.529829342785547,19.766499134682775,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,11,0,11,0,114.50748183592253,104.27249546654875,152.79835524695852,136.22757883213455,889,2,1,3.5,165.79835524695852,139.79835524695852,6,16.570776414823968,0,26,1,0,4,0,7,0,26,12,0,48.525859780409775,38.29087341103599,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,12,0,12,0,118.37323909159555,118.06196836283495,137.3532968661083,152.79835524695852,1113,2,2,3.5,147.3532968661083,127.35329686610831,6,15.445058380850213,0,20,1,0,7,0,5,0,20,13,0,19.291328503273363,18.98005777451276,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,13,0,13,0,121.98647567214775,110.36026084779168,131.13453883014824,137.3532968661083,341,2,3,3.5,146.63453883014824,115.63453883014824,6,6.2187580359600645,0,31,1,0,4,0,5,0,31,14,0,20.774277982356566,9.148063158000497,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,14,0,14,0,119.53447317298647,93.2715444015908,108.61016472782734,131.13453883014824,375,2,0,3.5,113.61016472782734,103.61016472782734,6,22.524374102320905,0,10,1,0,6,0,6,0,10,15,0,15.338620326236537,10.924308445159127,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,15,0,15,1,123.03576084753912,92.86442543569396,90,108.61016472782734,363,3,0,3.5,111,69,5,18.61016472782734,0,42,1,0,4,0,5,0,42,16,0.5,2.86442543569396,33.03576084753912,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
6,2021-10-07,14:29:23,ODDBALL,BLUE,0.86,6,2,18.775,1,16,0,16,0,118.03222328933327,148.47630465756467,74.16761337957782,90,1273,3,1,3.5,97.66761337957782,50.667613379577816,6,15.832386620422184,0,47,1,0,4,0,5,0,47,17,0,74.30869127798685,43.86460990975546,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
