ID,Date,time,cond,condcolor,percentTrialsStay,practiceblock,cannon,driftConc,block,trial,StaySwitch,TAC,hit,angmu,outcome,pred,prev_placementAngle,predT,cannonballs_caught,cannonballs_missed,accPerf,angleup,angledown,outcomeindex,UP,distmean,allASS,blockearnings,picture.wall.stimulusonset.1,shape.responsearea.stimulusonset.1,picture.cannonball.stimulusonset.1,picture.shield_center.stimulusonset.1,picture.shield.stimulusonset.1,shieldsize,total_trialnum,perf,predErr,distMean,catch_miss,changepoint,cond_num,cBal,Irreg,sex,age,oddballProb,predErrMin,predErrNorm,predErrPlus,actRew,rew,UPMin,UPNorm,UPPlus,catchTrial,sigma,oddBall,cp
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,1,0,1,0,277.7682940284182,263.1436159790008,311.76745988625413,NA,1375,0,1,5.5,321.76745988625413,301.76745988625413,6,48.23254011374587,0,20,1.5,2,1,2,5,2,20,1,0,48.62384390725333,33.99916585783592,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,2,0,2,0,277.7682940284182,299.1876385819381,254.62374875117382,311.76745988625413,1815,0,2,5.5,276.1237487511738,233.12374875117382,6,57.14371113508031,0,43,1.5,4,2,4,4,4,43,2,0,44.56388983076425,23.14454527724439,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,3,0,3,0,277.7682940284182,317.4765909417516,301.68051371295866,254.62374875117382,810,0,3,5.5,307.68051371295866,295.68051371295866,6,47.056764961784836,0,12,1.5,4,3,4,1,4,12,3,0,15.796077228792967,23.912219684540446,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,4,0,4,0,277.7682940284182,266.55068437280386,314.2151753970081,NA,1223,0,0,5.5,338.7151753970081,289.7151753970081,6,45.784824602991876,0,49,1.5,5,12,5,4,5,49,5,0,47.66449102420427,36.446881368589914,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,5,0,5,0,277.7682940284182,261.5875527720057,281.80243420778356,314.2151753970081,1003,0,1,5.5,286.30243420778356,277.30243420778356,6,32.41274118922456,0,9,1.5,1,1,1,6,1,9,6,0,20.21488143577784,4.034140179365352,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,6,0,6,1,277.7682940284182,254.5962826341659,255.4857337063316,281.80243420778356,667,1,1,5.5,282.4857337063316,228.4857337063316,5,26.316700501451976,0,54,1.5,5,2,5,1,5,54,7,0.5,0.8894510721656843,22.282560322086624,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,7,0,7,0,277.7682940284182,294.97201180005806,255.49522672280347,255.4857337063316,1148,1,2,5.5,264.99522672280347,245.99522672280347,6,0.009493016471878946,0,19,1.5,4,4,4,1,4,19,8,0,39.47678507725459,22.273067305614745,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,8,0,8,1,277.7682940284182,275.12050449253894,296.20011484134733,255.49522672280347,335,2,2,5.5,318.20011484134733,274.20011484134733,5,40.70488811854386,0,44,1.5,3,3,3,1,3,44,9,0.5,21.079610348808387,18.431820812929118,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,9,0,9,1,277.7682940284182,271.6383789866416,289.98310652189997,296.20011484134733,642,3,2,5.5,319.98310652189997,259.98310652189997,5,6.217008319447359,0,60,1.5,4,3,4,1,4,60,10,0.5,18.344727535258357,12.214812493481759,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
1,2021-10-08,09:13:30,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,10,0,10,0,277.7682940284182,264.24361817387233,285.0791339749611,289.98310652189997,394,3,3,5.5,289.0791339749611,281.0791339749611,6,4.90397254693886,0,8,1.5,3,3,3,1,3,8,11,0,20.835515801088775,7.310839946542899,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
