Date,ID,TAC,UP,UPMin,UPNorm,UPPlus,accPerf,actRew,age,allASS,block,boatType,cBal,catchTrial,cond,cp,distMean,driftConc,hit,initiationRTs,memErr,memErrMin,memErrNorm,memErrPlus,oddBall,oddballProb,outT,outcome,perf,pred,predErr,predErrMin,predErrNorm,predErrPlus,predT,rew,sex,sigma,timestampOffset,timestampOnset,timestampPrediction,trial,triggers,vola
2021-11-03,626588,1,20.395385586480046,0,0,0,4.5,0,37,1,1,NA,1,0,ODDBALL,NA,66.192898834886,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,259.18162846874,0,182.18164140355145,76.99998706518852,NA,NA,NA,885,0.5,1,18.775,NA,NA,NA,1,NA,NA
2021-11-03,626588,2,79.41184869908068,0,0,0,4.5,0,37,1,1,NA,1,0,ODDBALL,NA,18.602563792450496,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,246.912278308292,0,261.59349010263213,14.681211794340129,NA,NA,NA,461,0.5,1,18.775,NA,NA,NA,2,NA,NA
2021-11-03,626588,3,12.829668083304057,0,0,0,4.5,0,37,1,1,NA,1,0,ODDBALL,NA,6.145352116903723,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,209.63021821395387,0,248.76382201932807,39.13360380537421,NA,NA,NA,254,0.5,1,18.775,NA,NA,NA,3,NA,NA
2021-11-03,626588,4,59.89168902641052,0,0,0,4.5,0,37,1,1,NA,1,0,ODDBALL,NA,55.00314263875899,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,273.0881560539821,0,188.87213299291756,84.21602306106456,NA,NA,NA,277,0.5,1,18.775,NA,NA,NA,4,NA,NA
2021-11-03,626588,5,82.2295731222888,0,0,0,4.5,0,37,1,1,NA,1,0,ODDBALL,NA,26.799338026111258,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,215.4377923076687,0,271.10170611520635,55.663913807537654,NA,NA,NA,592,0.5,1,18.775,NA,NA,NA,5,NA,NA
2021-11-03,626588,6,1.3798387825031,0,0,0,4.5,0,37,1,1,NA,1,0,ODDBALL,NA,20.60622979794175,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,225.10584033524677,0,269.72186733270325,44.61602699745649,NA,NA,NA,260,0.5,1,18.775,NA,NA,NA,6,NA,NA
2021-11-03,626588,7,24.211008049740087,0,0,0,4.5,0.5,37,1,1,NA,1,0,ODDBALL,NA,7.442844754151906,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,233.84456481596635,0.5,245.51085928296317,11.666294466996817,NA,NA,NA,274,0.5,1,18.775,NA,NA,NA,7,NA,NA
2021-11-03,626588,8,6.1439760751451615,0,0,0,4.5,0,37,1,1,NA,1,0,ODDBALL,NA,13.514131775171847,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,250.23310083081304,0,239.366883207818,10.866217622995038,NA,NA,NA,307,0.5,1,18.775,NA,NA,NA,8,NA,NA
2021-11-03,626588,9,12.108221764478998,0,0,0,4.5,0.5,37,1,1,NA,1,0,ODDBALL,NA,2.505315156034982,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,270.098671388561,0.5,251.475104972297,18.623566416263998,NA,NA,NA,251,0.5,1,18.775,NA,NA,NA,9,NA,NA
2021-11-03,626588,10,17.14120806033452,0,0,0,4.5,0,37,1,1,NA,1,0,ODDBALL,NA,25.549474223352604,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,254.18170171925541,0,268.6163130326315,14.43461131337611,NA,NA,NA,273,0.5,1,18.775,NA,NA,NA,10,NA,NA
