ID,Date,time,cond,condcolor,percentTrialsStay,practiceblock,cannon,driftConc,block,trial,StaySwitch,TAC,hit,angmu,outcome,pred,prev_placementAngle,predT,cannonballs_caught,cannonballs_missed,accPerf,angleup,angledown,outcomeindex,UP,distmean,allASS,blockearnings,picture.wall.stimulusonset.1,shape.responsearea.stimulusonset.1,picture.cannonball.stimulusonset.1,picture.shield_center.stimulusonset.1,picture.shield.stimulusonset.1,shieldsize,total_trialnum,perf,predErr,distMean,catch_miss,changepoint,cond_num,cBal,Irreg,sex,age,oddballProb,predErrMin,predErrNorm,predErrPlus,actRew,rew,UPMin,UPNorm,UPPlus,catchTrial,sigma,oddBall,cp
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,1,0,1,0,265.68116200754446,253.12977980829308,72.95798712921633,75.63218743532633,1079,0,1,7,81.95798712921633,63.957987129216335,6,2.674200306109995,0,18,2.5,2,6,2,6,2,18,1,0,179.82820732092324,167.2768251216719,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,2,0,2,1,265.68116200754446,258.14334888141804,256.16717264610224,72.95798712921633,1210,1,1,7,276.66717264610224,235.66717264610224,5,176.7908144831141,0,41,2.5,1,3,1,6,1,41,2,0.5,1.9761762353157906,9.513989361442214,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,3,0,3,1,265.68116200754446,263.4302024849143,255.36763698414853,256.16717264610224,547,2,1,7,285.36763698414853,225.36763698414853,5,0.799535661953712,0,60,2.5,2,5,2,5,2,60,3,0.5,8.062565500765743,10.313525023395925,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,4,0,4,1,265.68116200754446,249.84957646524688,255.1577729420889,255.36763698414853,295,3,1,7,266.1577729420889,244.1577729420889,5,0.20986404205962117,0,22,2.5,1,3,1,1,1,22,4,0.5,5.308196476842028,10.523389065455547,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,5,0,5,1,265.68116200754446,262.0908790990847,255.08650455400021,255.1577729420889,276,4,1,7,270.5865045540002,239.58650455400021,5,0.07126838808869707,0,31,2.5,1,4,1,4,1,31,5,0.5,7.004374545084488,10.594657453544244,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,6,0,6,0,265.68116200754446,300.0239713149533,255.08650455400021,255.08650455400021,298,4,2,7,272.0865045540002,238.08650455400021,6,0,0,34,2.5,2,2,2,3,2,34,6,0,44.9374667609531,10.594657453544244,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,7,0,7,0,265.68116200754446,249.22306998030552,255.08650455400021,255.08650455400021,258,4,3,7,260.5865045540002,249.58650455400021,6,0,0,11,2.5,1,1,1,3,1,11,7,0,5.86343457369469,10.594657453544244,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,8,0,8,0,265.68116200754446,273.8638977282799,255.0145641896782,255.08650455400021,288,4,0,7,271.5145641896782,238.5145641896782,6,0.07194036432201756,0,33,2.5,1,2,1,2,1,33,8,0,18.849333538601684,10.666597817866261,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,9,0,9,0,265.68116200754446,264.44479333351427,255.0145641896782,255.0145641896782,270,4,1,7,258.5145641896782,251.5145641896782,6,0,0,7,2.5,1,1,1,2,1,7,9,0,9.430229143836073,10.666597817866261,miss,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0
2,2021-10-07,09:22:21,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,10,0,10,1,265.68116200754446,282.2375976861533,255.0145641896782,255.0145641896782,308,5,1,7,282.5145641896782,227.5145641896782,5,0,0,55,2.5,2,1,2,3,2,55,10,0.5,27.223033496475125,10.666597817866261,hit,NA,2,2,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0
