Date,ID,TAC,UP,UPMin,UPNorm,UPPlus,accPerf,actRew,age,allASS,block,boatType,cBal,catchTrial,cond,cp,distMean,driftConc,hit,initiationRTs,memErr,memErrMin,memErrNorm,memErrPlus,oddBall,oddballProb,outT,outcome,perf,pred,predErr,predErrMin,predErrNorm,predErrPlus,predT,rew,sex,sigma,timestampOffset,timestampOnset,timestampPrediction,trial,triggers,vola
2021-11-01,868336,1,168.58670721243635,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,135.2488262124786,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,59.1735584484543,0,274.8530963869924,144.3204620614619,NA,NA,NA,2434,0.5,2,18.775,NA,NA,NA,1,NA,NA
2021-11-01,868336,2,161.76750891929618,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,115.88282193862361,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,60.032949413357684,0,161.76750891929618,101.73455950593849,NA,NA,NA,247,0.5,2,18.775,NA,NA,NA,2,NA,NA
2021-11-01,868336,3,111.71914924134832,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,0.1651277369304225,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,66.80120289926082,0,50.04835967794786,16.752843221312958,NA,NA,NA,855,0.5,2,18.775,NA,NA,NA,3,NA,NA
2021-11-01,868336,4,62.053286952955375,0,0,0,2.5,0.5,44,1,1,NA,1,0,ODDBALL,NA,62.88422638303936,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,93.37924788172592,0.5,112.10164663090323,18.722398749177316,NA,NA,NA,654,0.5,2,18.775,NA,NA,NA,4,NA,NA
2021-11-01,868336,5,20.622896930842572,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,80.18293831151018,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,65.28774575717199,0,132.7245435617458,67.43679780457381,NA,NA,NA,679,0.5,2,18.775,NA,NA,NA,5,NA,NA
2021-11-01,868336,6,13.540720512802352,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,67.83386238061458,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,59.741101745316385,0,119.18382304894345,59.44272130362707,NA,NA,NA,590,0.5,2,18.775,NA,NA,NA,6,NA,NA
2021-11-01,868336,7,44.97061512103272,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,19.761200624554434,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,27.691084402569018,0,74.21320792791073,46.52212352534171,NA,NA,NA,1797,0.5,2,18.775,NA,NA,NA,7,NA,NA
2021-11-01,868336,8,52.46892282892539,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,34.759190771707026,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,61.41486102730802,0,21.744285098985337,39.670575928322684,NA,NA,NA,567,0.5,2,18.775,NA,NA,NA,8,NA,NA
2021-11-01,868336,9,72.87563838267505,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,34.43315034547078,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,49.90558809863967,0,94.6199234816604,44.714335383020725,NA,NA,NA,463,0.5,2,18.775,NA,NA,NA,9,NA,NA
2021-11-01,868336,10,8.019637640783685,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,26.455137691721575,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,43.23575397989957,0,86.60028584087671,43.36453186097714,NA,NA,NA,404,0.5,2,18.775,NA,NA,NA,10,NA,NA
2021-11-01,868336,11,8.446679974096114,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,16.80580669523772,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,50.193872704524935,0,78.1536058667806,27.95973316225566,NA,NA,NA,414,0.5,2,18.775,NA,NA,NA,11,NA,NA
2021-11-01,868336,12,3.012220314705246,0,0,0,2.5,0.5,44,1,1,NA,1,0,ODDBALL,NA,15.810853633020372,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,67.37790959881355,0.5,75.14138555207535,7.763475953261803,NA,NA,NA,857,0.5,2,18.775,NA,NA,NA,12,NA,NA
2021-11-01,868336,13,19.717077366958932,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,35.123999380700454,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,25.9190558848233,0,94.85846291903428,68.93940703421097,NA,NA,NA,629,0.5,2,18.775,NA,NA,NA,13,NA,NA
2021-11-01,868336,14,44.1267818989708,0,0,0,2.5,0.5,44,1,1,NA,1,0,ODDBALL,NA,9.002782518270344,18.775,1,NA,NA,NA,NA,NA,1,0.14,NA,52.968487770522124,0.5,50.73168102006348,2.2368067504586406,NA,NA,NA,458,0.5,2,18.775,NA,NA,NA,14,NA,NA
2021-11-01,868336,15,28.13431976928957,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,23.332732421284547,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,41.5019508729577,0,78.86600078935305,37.36404991639535,NA,NA,NA,578,0.5,2,18.775,NA,NA,NA,15,NA,NA
2021-11-01,868336,16,8.481202824598853,0,0,0,2.5,0.5,44,1,1,NA,1,0,ODDBALL,NA,15.835271289722968,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,61.60346453506105,0.5,70.3847979647542,8.781333429693149,NA,NA,NA,562,0.5,2,18.775,NA,NA,NA,16,NA,NA
2021-11-01,868336,17,17.834559589247093,0,0,0,2.5,0.5,44,1,1,NA,1,0,ODDBALL,NA,36.019779065202165,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,68.89643024750731,0.5,88.21935755400129,19.32292730649398,NA,NA,NA,631,0.5,2,18.775,NA,NA,NA,17,NA,NA
2021-11-01,868336,18,0.40360525222574495,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,38.9303111732584,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,40.01043605568,0,88.62296280622704,48.61252675054703,NA,NA,NA,487,0.5,2,18.775,NA,NA,NA,18,NA,NA
2021-11-01,868336,19,14.648830254676781,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,26.615315646750958,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,36.10021328264547,0,73.97413255155026,37.873919268904785,NA,NA,NA,573,0.5,2,18.775,NA,NA,NA,19,NA,NA
2021-11-01,868336,20,24.768775549841664,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,4.893227441430213,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,20.33093518435643,0,49.20535700170859,28.87442181735216,NA,NA,NA,482,0.5,2,18.775,NA,NA,NA,20,NA,NA
2021-11-01,868336,21,0.562228789502548,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,7.168630027924337,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,7.470581596841683,0,48.643128212206044,41.17254661536436,NA,NA,NA,487,0.5,2,18.775,NA,NA,NA,21,NA,NA
2021-11-01,868336,22,67.37910287922438,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,66.99655238220066,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,50.07547555977298,0,341.26402533298165,68.81145022679135,NA,NA,NA,467,0.5,2,18.775,NA,NA,NA,22,NA,NA
2021-11-01,868336,23,80.86897081736151,0,0,0,2.5,0.5,44,1,1,NA,1,0,ODDBALL,NA,15.299606826268892,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,50.10489642552495,0.5,62.13299615034313,12.028099724818183,NA,NA,NA,462,0.5,2,18.775,NA,NA,NA,23,NA,NA
2021-11-01,868336,24,4.591195351070709,0,0,0,2.5,0,44,1,1,NA,1,0,ODDBALL,NA,20.569370112827876,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,354.1731679419345,0,66.72419150141384,72.55102355947935,NA,NA,NA,963,0.5,2,18.775,NA,NA,NA,24,NA,NA
2021-11-01,868336,25,16.381135742838673,0,0,0,2.5,0.5,44,1,1,NA,1,0,ODDBALL,NA,8.256477192459272,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,53.30341710229392,0.5,50.34305575857517,2.960361343718752,NA,NA,NA,752,0.5,2,18.775,NA,NA,NA,25,NA,NA
2021-11-01,868336,26,10.910256111220356,0,0,0,2.5,0.5,44,1,1,NA,1,0,ODDBALL,NA,3.590649891941716,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,50.55114414989918,0.5,39.43279964735481,11.118344502544367,NA,NA,NA,782,0.5,2,18.775,NA,NA,NA,26,NA,NA
2021-11-01,868336,27,13.767608185181228,0,0,0,2.5,0.5,44,1,1,NA,1,0,ODDBALL,NA,20.50095582142615,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,21.22153746733396,0.5,25.665191462173585,4.443653994839625,NA,NA,NA,514,0.5,2,18.775,NA,NA,NA,27,NA,NA
