ID,Date,time,cond,condcolor,percentTrialsStay,practiceblock,cannon,driftConc,block,trial,StaySwitch,TAC,hit,angmu,outcome,pred,prev_placementAngle,predT,cannonballs_caught,cannonballs_missed,accPerf,angleup,angledown,outcomeindex,UP,distmean,allASS,blockearnings,picture.wall.stimulusonset,shape.responsearea.stimulusonset,picture.cannonball.stimulusonset,picture.shield_center.stimulusonset,picture.shield.stimulusonset,shieldsize,total_trialnum,perf,predErr,distMean,catch_miss,changepoint,cond_num,cBal,Irreg,oddballProb,predErrMin,predErrNorm,predErrPlus,actRew,rew,UPMin,UPNorm,UPPlus,catchTrial,sigma,oddBall,cp,boatType,initiationRTs,memErr,memErrMin,memErrNorm,memErrPlus,outT,timestampOffset,timestampOnset,timestampPrediction,triggers,vola
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,1,0,1,0,114.11568654564108,72.43196455920202,8.36588612403259,247.89835336909678,1258,0,1,4.5,32.36588612403259,344.3658861240326,6,120.4675327549358,0,48,1,0,2,0,3,0,0,1,0,64.06607843516943,105.7498004216085,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,2,0,2,0,114.11568654564108,105.61995765491444,209.31000707091613,8.36588612403259,832,0,2,4.5,223.81000707091613,194.81000707091613,6,159.05587905311646,0,29,1,0,2,0,3,0,0,2,0,103.69004941600168,95.19432052527505,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,3,0,3,0,114.11568654564108,112.59960179449259,43.20385684750428,209.31000707091613,591,0,3,4.5,52.70385684750428,33.70385684750428,6,166.10615022341184,0,19,1,0,3,0,4,0,0,3,0,69.39574494698832,70.91182969813681,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,4,0,4,0,114.11568654564108,117.81820438079235,261.2337198381616,43.20385684750428,976,0,0,4.5,279.7337198381616,242.73371983816162,6,141.97013700934266,0,37,1,0,3,0,3,0,0,4,0,143.41551545736928,147.11803329252052,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,5,0,5,0,114.11568654564108,67.4544227098938,169.76895655548174,261.2337198381616,763,0,1,4.5,189.26895655548174,150.26895655548174,6,91.46476328267988,0,39,1,0,2,0,2,0,0,5,0,102.31453384558793,55.653270009840654,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,6,0,6,0,114.11568654564108,122.66898558670431,20.87901688055742,169.76895655548174,704,0,2,4.5,45.879016880557415,355.8790168805574,6,148.8899396749243,0,50,1,0,2,0,4,0,0,6,0,101.7899687061469,93.23666966508367,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,7,0,7,0,114.11568654564108,133.32262212597738,164.6167030331187,20.87901688055742,765,0,3,4.5,171.6167030331187,157.6167030331187,6,143.73768615256128,0,14,1,0,2,0,3,0,0,7,0,31.294080907141336,50.50101648747763,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,8,0,8,0,114.11568654564108,127.82202519614886,37.14015875233816,164.6167030331187,804,0,0,4.5,67.14015875233815,7.140158752338159,6,127.47654428078056,0,60,1,0,3,0,2,0,0,8,0,90.68186644381069,76.97552779330292,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,9,0,9,1,114.11568654564108,124.76700177688696,133.99491399474581,37.14015875233816,778,1,0,4.5,149.99491399474581,117.99491399474581,5,96.85475524240766,0,32,1,0,2,0,3,0,0,9,0.5,9.227912217858858,19.879227449104732,hit,NA,2,2,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2021-10-08,10:13:30,CHANGEPOINT,BLUE,0.86,6,2,18.775,1,10,0,10,1,114.11568654564108,93.43029897144832,80.676408221862,133.99491399474581,581,2,0,4.5,96.176408221862,65.176408221862,5,53.31850577288381,0,31,1,0,3,0,3,0,0,10,0.5,12.753890749586319,33.43927832377908,hit,NA,2,2,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
