Date,ID,TAC,UP,UPMin,UPNorm,UPPlus,accPerf,actRew,age,allASS,block,boatType,cBal,catchTrial,cond,cp,distMean,driftConc,hit,initiationRTs,memErr,memErrMin,memErrNorm,memErrPlus,oddBall,oddballProb,outT,outcome,perf,pred,predErr,predErrMin,predErrNorm,predErrPlus,predT,rew,sex,sigma,timestampOffset,timestampOnset,timestampPrediction,trial,triggers,vola
2021-11-03,366568,1,107.55361160907427,0,0,0,5.5,0,43,1.5,1,NA,1,0,ODDBALL,NA,50.58100113766946,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,111.55683540914075,0,189.13518835941017,77.57835295026942,0.0021739332899528563,29.33702783837949,179.33474826892444,1566,0.5,1,18.775,NA,NA,NA,1,NA,NA
2021-11-03,366568,2,77.54539667169618,0,0,0,5.5,0.5,43,1.5,1,NA,1,0,ODDBALL,NA,30.726587771410863,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,136.16131408891027,0.5,111.58979168771398,24.57152240119629,0.0021739332899528563,29.33702783837949,179.33474826892444,321,0.5,1,18.775,NA,NA,NA,2,NA,NA
2021-11-03,366568,3,12.635020920002518,0,0,0,5.5,0.5,43,1.5,1,NA,1,0,ODDBALL,NA,20.00074398322377,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,118.19216837290367,0.5,124.2248126077165,6.032644234812835,0.0021739332899528563,29.33702783837949,179.33474826892444,646,0.5,1,18.775,NA,NA,NA,3,NA,NA
2021-11-03,366568,4,0,0,0,0,5.5,0.5,43,1.5,1,NA,1,0,ODDBALL,NA,15.55349203015271,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,130.974750050716,0.5,124.2248126077165,6.74993744299951,0.0021739332899528563,29.33702783837949,179.33474826892444,253,0.5,1,18.775,NA,NA,NA,4,NA,NA
2021-11-03,366568,5,0,0,0,0,5.5,0.5,43,1.5,1,NA,1,0,ODDBALL,NA,14.658813294819936,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,134.32754916124244,0.5,124.2248126077165,10.102736553525943,0.0021739332899528563,29.33702783837949,179.33474826892444,189,0.5,1,18.775,NA,NA,NA,5,NA,NA
2021-11-03,366568,6,1.6620318172080601,0,0,0,5.5,0,43,1.5,1,NA,1,0,ODDBALL,NA,11.99892212912465,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,145.6421603727027,0,125.88684442492456,19.755315947778143,0.0021739332899528563,29.33702783837949,179.33474826892444,186,0.5,1,18.775,NA,NA,NA,6,NA,NA
2021-11-03,366568,7,10.463311186541432,0,0,0,5.5,0.5,43,1.5,1,NA,1,0,ODDBALL,NA,0.5356204527802788,18.775,1,NA,NA,NA,NA,NA,0,0.14,NA,137.6465251336942,0.5,136.350155611466,1.2963695222282183,0.0021739332899528563,29.33702783837949,179.33474826892444,174,0.5,1,18.775,NA,NA,NA,7,NA,NA
2021-11-03,366568,8,0,0,0,0,5.5,0,43,1.5,1,NA,1,0,ODDBALL,NA,1.1970923377161284,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,172.10954690798914,0,136.350155611466,35.75939129652315,0.0021739332899528563,29.33702783837949,179.33474826892444,87,0.5,1,18.775,NA,NA,NA,8,NA,NA
2021-11-03,366568,9,4.730585321350986,0,0,0,5.5,0,43,1.5,1,NA,1,0,ODDBALL,NA,3.6203974089412156,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,152.23880250443716,0,141.08074093281698,11.15806157162018,0.0021739332899528563,29.33702783837949,179.33474826892444,97,0.5,1,18.775,NA,NA,NA,9,NA,NA
2021-11-03,366568,10,5.777085300183529,0,0,0,5.5,0,43,1.5,1,NA,1,0,ODDBALL,NA,9.397482709124745,18.775,0,NA,NA,NA,NA,NA,1,0.14,NA,198.189985286023,0,146.8578262330005,51.33215905302248,0.0021739332899528563,29.33702783837949,179.33474826892444,254,0.5,1,18.775,NA,NA,NA,10,NA,NA
2021-11-03,366568,11,47.65644006066793,0,0,0,5.5,0,43,1.5,1,NA,1,0,ODDBALL,NA,58.68140492686396,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,151.40900142116053,0,194.51426629366844,43.10526487250792,0.0021739332899528563,29.33702783837949,179.33474826892444,246,0.5,1,18.775,NA,NA,NA,11,NA,NA
2021-11-03,366568,12,43.4343103312749,0,0,0,5.5,0,43,1.5,1,NA,1,0,ODDBALL,NA,18.274752196161586,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,166.63954644849494,0,151.07995596239354,15.5595904861014,0.0021739332899528563,29.33702783837949,179.33474826892444,38,0.5,1,18.775,NA,NA,NA,12,NA,NA
2021-11-03,366568,13,5.399771304722464,0,0,0,5.5,0,43,1.5,1,NA,1,0,ODDBALL,NA,23.249286052524297,18.775,0,NA,NA,NA,NA,NA,0,0.14,NA,115.98931157823566,0,156.479727267116,40.49041568888035,0.0021739332899528563,29.33702783837949,179.33474826892444,225,0.5,1,18.775,NA,NA,NA,13,NA,NA
2021-11-03,366568,14,19.189117224477485,0,0,0,5.5,0,43,1.5,1,NA,1,0,ODDBALL,NA,4.0601688280468125,18.775,0,NA,NA,NA,NA,NA,1,0.14,NA,249.09200082744752,0,137.29061004263852,111.801390784809,0.0021739332899528563,29.33702783837949,179.33474826892444,521,0.5,1,18.775,NA,NA,NA,14,NA,NA
