ID,Date,time,cond,condcolor,percentTrialsStay,practiceblock,cannon,driftConc,block,trial,StaySwitch,TAC,hit,angmu,outcome,pred,prev_placementAngle,predT,cannonballs_caught,cannonballs_missed,accPerf,angleup,angledown,outcomeindex,UP,distmean,allASS,blockearnings,picture.wall.stimulusonset,shape.responsearea.stimulusonset,picture.cannonball.stimulusonset,picture.shield_center.stimulusonset,picture.shield.stimulusonset,shieldsize,total_trialnum,perf,predErr,distMean,catch_miss,changepoint,cond_num,cBal,Irreg,sex,age,oddballProb,predErrMin,predErrNorm,predErrPlus,actRew,rew,UPMin,UPNorm,UPPlus,catchTrial,sigma,oddBall,cp
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,1,0,1,1,298.84758332381807,297.2051450048994,302.33937707974127,NA,857,1,0,4,324.33937707974127,280.33937707974127,5,57.66062292025873,44,1.5,0,0,0,6,0,NA,44,2,0.5,5.1342320748418615,3.4917937559231973,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,2,0,2,1,295.6032776855198,282.089081121514,302.3632907620757,302.33937707974127,1024,2,0,4,328.3632907620757,276.3632907620757,5,0.023913682334409714,52,1.5,0,8,0,9,0,NA,52,3,0.5,20.27420964056165,6.760013076555879,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,3,0,3,0,292.83160994820787,294.9151230898794,261.44203487654175,302.3632907620757,882,2,1,4,272.44203487654175,250.44203487654175,6,40.921255885533924,22,1.5,0,11,0,7,0,NA,22,4,0,33.47308821333763,31.389575071666115,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,4,0,4,0,291.0918859501173,277.46954647174914,291.9058684034559,261.44203487654175,339,2,2,4,295.9058684034559,287.9058684034559,6,30.46383352691413,8,1.5,0,6,0,13,0,NA,8,5,0,14.436321931706743,0.8139824533386104,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,5,0,5,1,291.30636375811815,280.8852786422088,283.49573328079583,291.9058684034559,702,3,2,4,303.99573328079583,262.99573328079583,5,8.410135122660051,41,1.5,0,3,0,1,0,NA,41,6,0.5,2.6104546385870435,7.81063047732232,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,6,0,6,1,288.6535825033145,297.49994423748194,283.9691524218772,283.49573328079583,762,4,2,4,298.9691524218772,268.9691524218772,5,0.47341914108136507,30,1.5,0,15,0,7,0,NA,30,7,0.5,13.530791815604744,4.684430081437313,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,7,0,7,1,293.6128676760676,301.7533265701918,295.70995378081125,283.9691524218772,825,5,2,4,303.70995378081125,287.70995378081125,5,11.74080135893405,16,1.5,0,1,0,1,0,NA,16,8,0.5,6.043372789380555,2.097086104743653,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,8,0,8,1,298.32719152959993,314.42849586461364,302.9885216136346,295.70995378081125,606,6,2,4,332.9885216136346,272.9885216136346,5,7.278567832823342,60,1.5,0,15,0,15,0,NA,60,9,0.5,11.439974250979049,4.66133008403466,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,9,0,9,0,292.6248801276169,284.8404674808022,313.3634229583833,302.9885216136346,786,6,3,4,328.8634229583833,297.8634229583833,6,10.374901344748707,31,1.5,0,15,0,4,0,NA,31,10,0,28.522955477581093,20.73854283076639,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,10,0,10,0,291.4510898552001,297.7142101044018,297.16814237145854,313.3634229583833,634,6,0,4,NA,NA,6,16.195280586924753,NA,1.5,0,4,0,2,0,NA,5,11,0,0.5460677329432428,5.717052516258434,miss,NA,1,1,CHECK_MISS,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,11,1,11,0,291.4510898552001,351.0947937404492,300.7685416843574,297.16814237145854,730,6,1,4,312.2685416843574,289.2685416843574,6,3.600399312898844,23,1.5,0,2,0,1,0,NA,23,12,0,50.32625205609179,9.317451829157278,miss,11,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,1,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,12,0,12,0,292.57562964078994,279.8831831184773,358.8655783690229,300.7685416843574,397,6,2,4,15.865578369022899,341.8655783690229,6,58.09703668466551,34,1.5,0,12,0,16,0,NA,34,13,0,78.98239525054561,66.28994872823296,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,13,0,13,0,293.2829341225464,294.40935110677214,310.5418900219016,358.8655783690229,584,6,3,4,321.0418900219016,300.0418900219016,6,48.323688347121276,21,1.5,0,1,0,1,0,NA,21,14,0,16.132538915129487,17.258955899355215,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,14,0,14,1,288.51907820197295,271.2592522010809,299.5712582541037,310.5418900219016,725,7,3,4,329.0712582541037,270.0712582541037,5,10.970631767797897,59,1.5,0,4,0,11,0,NA,59,15,0.5,28.3120060530228,11.05218005213078,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,15,0,15,1,287.0782348331297,291.5388716189933,293.1237918883693,299.5712582541037,679,8,3,4,321.6237918883693,264.6237918883693,5,6.447466365734442,57,1.5,0,1,0,1,0,NA,57,16,0.5,1.5849202693759707,6.045557055239556,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,16,1,16,0,287.0782348331297,333.0849939335801,307.4316029784106,293.1237918883693,703,8,0,4,313.9316029784106,300.9316029784106,6,14.307811090041298,13,1.5,0,9,0,3,0,NA,13,17,0,25.653390955169527,20.353368145280854,miss,16,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,1,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,17,0,17,0,284.94416871529216,303.94220560881377,343.43563258728153,307.4316029784106,691,8,1,4,357.43563258728153,329.43563258728153,6,36.00402960887095,28,1.5,0,3,0,1,0,NA,28,18,0,39.49342697846777,58.49146387198937,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,18,0,18,1,286.3432382864928,316.4740386169369,312.3883186221016,343.43563258728153,761,9,1,4,341.3883186221016,283.3883186221016,5,31.04731396517991,58,1.5,0,14,0,5,0,NA,58,19,0.5,4.085719994835301,26.045080335608816,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,19,1,19,1,286.3432382864928,325.03509031725935,309.0531369460265,312.3883186221016,365,10,1,4,334.5531369460265,283.5531369460265,5,3.3351816760751376,51,1.5,0,9,0,13,0,NA,51,20,0.5,15.981953371232862,22.70989865953368,hit,19,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,1,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,20,0,20,0,287.060793913794,284.9627378096856,327.66062292025873,309.0531369460265,444,10,2,4,355.16062292025873,300.16062292025873,6,18.607485974232247,55,1.5,0,9,0,8,0,NA,55,21,0,42.69788511057311,40.599829006464745,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,21,0,21,0,288.1036172187029,275.1560697251527,297.31560797344224,327.66062292025873,433,10,3,4,307.31560797344224,287.31560797344224,6,30.34501494681649,20,1.5,0,11,0,9,0,NA,20,22,0,22.15953824828955,9.211990754739361,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,22,0,22,0,289.6029741983836,288.70758515172577,274.76364169072616,297.31560797344224,781,10,0,4,277.76364169072616,271.76364169072616,6,22.55196628271608,6,1.5,0,9,0,15,0,NA,6,23,0,13.943943460999606,14.839332507657446,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,23,0,23,1,288.5952590076846,298.527616846686,291.644435140714,274.76364169072616,310,11,0,4,314.644435140714,268.644435140714,5,16.880793449987834,46,1.5,0,1,0,1,0,NA,46,24,0.5,6.883181705971992,3.049176133029391,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,24,0,24,1,292.8228558131907,308.078344572251,306.360363632388,291.644435140714,458,12,0,4,310.860363632388,301.860363632388,5,14.715928491673992,9,1.5,0,6,0,5,0,NA,9,25,0.5,1.7179809398630255,13.537507819197288,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,25,0,25,0,293.04690377624695,291.7052095980949,322.44871787382203,306.360363632388,359,12,1,4,347.44871787382203,297.44871787382203,6,16.088354241434047,50,1.5,0,6,0,11,0,NA,50,26,0,30.74350827572715,29.401814097575084,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,26,0,26,0,287.50463949824587,330.3448251210064,299.5712582541037,322.44871787382203,417,12,2,4,315.5712582541037,283.5712582541037,6,22.87745961971831,32,1.5,0,13,0,11,0,NA,32,27,0,30.773566866902684,12.06661875585786,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,27,0,27,0,290.15890794331193,293.2593025328017,315.3951370425075,299.5712582541037,354,12,3,4,328.8951370425075,301.8951370425075,6,15.82387878840376,27,1.5,0,9,0,11,0,NA,27,28,0,22.135834509705774,25.236229099195555,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,28,0,28,0,288.71462565768036,243.6064499473828,280.45163294398867,315.3951370425075,464,12,0,4,287.45163294398867,273.45163294398867,6,34.943504098518815,14,1.5,0,10,0,7,0,NA,14,29,0,36.84518299660587,8.262992713691688,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,29,0,29,0,291.69384087333236,320.4535845370984,253.40189560713895,280.45163294398867,579,12,1,4,256.90189560713895,249.90189560713895,6,27.049737336849716,7,1.5,0,7,0,12,0,NA,7,30,0,67.05168892995943,38.29194526619341,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,30,1,30,0,291.69384087333236,235.05751498859783,308.7487077630654,253.40189560713895,473,12,2,4,321.2487077630654,296.2487077630654,6,55.34681215592644,25,1.5,0,14,0,10,0,NA,25,31,0,73.69119277446757,17.054866889733034,miss,30,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,1,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,31,0,31,0,295.01050790952314,268.43472760722614,229.3382667914282,308.7487077630654,662,12,3,4,237.8382667914282,220.8382667914282,6,79.4104409716372,17,1.5,0,12,0,9,0,NA,17,32,0,39.09646081579794,65.67224111809495,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,32,0,32,1,295.28329036983547,284.2999463046064,268.8982938847936,229.3382667914282,382,13,3,4,285.3982938847936,252.3982938847936,5,39.56002709336539,33,1.5,0,1,0,1,0,NA,33,33,0.5,15.40165241981282,26.38499648504188,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,33,0,33,0,294.0589194555748,279.2212781330008,312.008169254031,268.8982938847936,528,13,0,4,336.508169254031,287.508169254031,6,43.109875369237386,49,1.5,0,11,0,3,0,NA,49,34,0,32.78689112103018,17.94924979845615,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,34,0,34,1,299.4395760943278,284.3487381697231,280.75796708839,312.008169254031,449,14,0,4,292.75796708839,268.75796708839,5,31.250202165640985,24,1.5,0,15,0,15,0,NA,24,35,0.5,3.5907710813331164,18.681609005937787,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,35,0,35,1,298.1067526757366,313.1123627191108,304.1596945456694,280.75796708839,525,15,0,4,324.1596945456694,284.1596945456694,5,23.401727457279435,40,1.5,0,2,0,1,0,NA,40,36,0.5,8.952668173441396,6.052941869932852,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,36,1,36,0,298.1067526757366,228.42528783446767,325.00797980144137,304.1596945456694,267,15,1,4,334.00797980144137,316.00797980144137,6,20.84828525577194,18,1.5,0,1,0,1,0,NA,18,37,0,96.5826919669737,26.901227125704793,miss,36,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,1,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,37,0,37,1,293.83280501681975,285.04527519133745,265.2594894261088,325.00797980144137,331,16,1,4,291.7594894261088,238.75948942610881,5,59.74849037533255,53,1.5,0,5,0,11,0,NA,53,38,0.5,19.78578576522864,28.573315590710934,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,38,0,38,1,294.6344757774908,281.40713671983826,299.6044507460049,265.2594894261088,327,17,1,4,323.1044507460049,276.1044507460049,5,34.34496131989607,47,1.5,0,10,0,4,0,NA,47,39,0.5,18.197314026166623,4.969974968514066,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,39,0,39,0,293.2405070595734,272.68770234873716,267.24751459973135,299.6044507460049,439,17,2,4,272.24751459973135,262.24751459973135,6,32.35693614627354,10,1.5,0,8,0,5,0,NA,10,40,0,5.4401877490058155,25.99299245984207,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,40,0,40,1,290.13447605769625,298.2443279695708,285.94539590092285,267.24751459973135,337,18,2,4,304.44539590092285,267.44539590092285,5,18.6978813011915,37,1.5,0,6,0,12,0,NA,37,41,0.5,12.298932068647957,4.1890801567734,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,41,0,41,0,289.9387215081304,243.1986827714317,304.47921568612566,285.94539590092285,336,18,3,4,325.47921568612566,283.47921568612566,6,18.53381978520281,42,1.5,0,12,0,16,0,NA,42,42,0,61.280532914693964,14.540494177995242,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,42,0,42,1,287.9869432755919,279.1970891489688,265.3275572446106,304.47921568612566,768,19,3,4,282.8275572446106,247.8275572446106,5,39.15165844151505,35,1.5,0,2,0,1,0,NA,35,43,0.5,13.869531904358212,22.659386030981295,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,43,0,43,0,290.35962390886937,296.192999333696,283.41870808106876,265.3275572446106,386,19,0,4,289.41870808106876,277.41870808106876,6,18.091150836458155,12,1.5,0,6,0,8,0,NA,12,44,0,12.774291252627222,6.940915827800609,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,44,0,44,0,285.5374085882311,263.19323722545147,292.91282839677166,283.41870808106876,252,19,1,4,316.41282839677166,269.41282839677166,6,9.4941203157029,47,1.5,0,10,0,6,0,NA,47,45,0,29.71959117132019,7.375419808540585,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,45,0,45,1,286.0012370104382,265.4911104978927,279.7824070318073,292.91282839677166,291,20,1,4,300.2824070318073,259.2824070318073,5,13.130421364964377,41,1.5,0,5,0,15,0,NA,41,46,0.5,14.29129653391459,6.218829978630936,hit,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,46,0,46,0,286.69717569908687,263.92852423633997,283.83282735389776,279.7824070318073,338,20,2,4,292.83282735389776,274.83282735389776,6,4.050420322090474,18,1.5,0,14,0,6,0,NA,18,47,0,19.904303117557788,2.8643483451891143,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,47,0,47,0,292.63290012402007,291.25586480817003,276.59287270759427,283.83282735389776,645,20,3,4,284.09287270759427,269.09287270759427,6,7.239954646303488,15,1.5,0,6,0,5,0,NA,15,48,0,14.662992100575764,16.0400274164258,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
326980,2021-11-01,23:49:01,ODDBALL,BLUE,0.86,6,2,18.775,1,48,0,48,0,289.3909283524461,286.4950893490695,304.53712082882396,276.59287270759427,168,20,0,4,308.53712082882396,300.53712082882396,6,27.94424812122969,8,1.5,0,6,0,8,0,NA,8,49,0,18.042031479754485,15.146192476377848,miss,NA,1,1,NA,NA,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,0,NA
