Date,ID,TAC,UP,UPMin,UPNorm,UPPlus,accPerf,actRew,age,allASS,block,boatType,cBal,catchTrial,cond,cp,distMean,driftConc,hit,initiationRTs,memErr,memErrMin,memErrNorm,memErrPlus,oddBall,oddballProb,outT,outcome,perf,pred,predErr,predErrMin,predErrNorm,predErrPlus,predT,rew,sex,sigma,timestampOffset,timestampOnset,timestampPrediction,trial,triggers,vola
2021-11-03,143811,1,40.069449012296985,0,0,0,5,0,31,2,1,NA,2,0,CHANGEPOINT,0,19.521021447931844,18.775,0,NA,NA,NA,NA,NA,NA,0.14,NA,197.62812544393057,0,182.7657618342495,14.862363609681069,NA,NA,NA,1267,0.5,1,18.775,NA,NA,NA,1,NA,NA
2021-11-03,143811,2,8.703768498617393,0,0,0,5,0,31,2,1,NA,2,0,CHANGEPOINT,0,28.224789946549237,18.775,0,NA,NA,NA,NA,NA,NA,0.14,NA,175.50820535245077,0,191.4695303328669,15.961324980416123,NA,NA,NA,501,0.5,1,18.775,NA,NA,NA,2,NA,NA
2021-11-03,143811,3,6.250265804878666,0,0,0,5,0,31,2,1,NA,2,0,CHANGEPOINT,0,21.97452414167057,18.775,0,NA,NA,NA,NA,NA,NA,0.14,NA,144.3069331158145,0,185.21926452798823,40.91233141217373,NA,NA,NA,818,0.5,1,18.775,NA,NA,NA,3,NA,NA
2021-11-03,143811,4,41.16686660436653,0,0,0,5,0.5,31,2,1,NA,2,0,CHANGEPOINT,0,19.19234246269596,18.775,1,NA,NA,NA,NA,NA,NA,0.14,NA,139.673315810895,0.5,144.0523979236217,4.3790821127267066,NA,NA,NA,890,0.5,1,18.775,NA,NA,NA,4,NA,NA
2021-11-03,143811,5,8.670431718892672,0,0,0,5,0,31,2,1,NA,2,0,CHANGEPOINT,0,27.862774181588634,18.775,0,NA,NA,NA,NA,NA,NA,0.14,NA,153.8036882803563,0,135.38196620472903,18.421722075627287,NA,NA,NA,757,0.5,1,18.775,NA,NA,NA,5,NA,NA
2021-11-03,143811,6,21.45643215932023,0,0,0,5,0,31,2,1,NA,2,0,CHANGEPOINT,0,6.406342022268404,18.775,0,NA,NA,NA,NA,NA,NA,0.14,NA,124.04640785384606,0,156.83839836404925,32.79199051020319,NA,NA,NA,721,0.5,1,18.775,NA,NA,NA,6,NA,NA
2021-11-03,143811,7,31.26788631806855,0,0,0,5,0,31,2,1,NA,2,0,CHANGEPOINT,0,37.67422834033695,18.775,0,NA,NA,NA,NA,NA,NA,0.14,NA,150.42782118108778,0,125.5705120459807,24.857309135107073,NA,NA,NA,399,0.5,1,18.775,NA,NA,NA,7,NA,NA
2021-11-03,143811,8,14.043358851507719,0,0,0,5,0,31,2,1,NA,2,0,CHANGEPOINT,0,23.630869488829234,18.775,0,NA,NA,NA,NA,NA,NA,0.14,NA,174.25374331260122,0,139.61387089748843,34.63987241511279,NA,NA,NA,673,0.5,1,18.775,NA,NA,NA,8,NA,NA
2021-11-03,143811,9,34.20087418692924,0,0,0,5,0.5,31,2,1,NA,2,0,CHANGEPOINT,0,10.570004698100007,18.775,1,NA,NA,NA,NA,NA,NA,0.14,NA,175.64530710539188,0.5,173.81474508441767,1.830562020974213,NA,NA,NA,848,0.5,1,18.775,NA,NA,NA,9,NA,NA
2021-11-03,143811,0,7.56229210935507,0,0,0,5,0,31,2,1,NA,2,0,CHANGEPOINT,1,98.16408813684633,18.775,0,NA,NA,NA,NA,NA,NA,0.14,NA,78.17188042566502,0,181.37703719377274,103.20515676810771,NA,NA,NA,639,0.5,1,18.775,NA,NA,NA,10,NA,NA
