ID,Date,time,cond,condcolor,percentTrialsStay,practiceblock,cannon,driftConc,block,trial,StaySwitch,TAC,hit,angmu,outcome,pred,prev_placementAngle,predT,cannonballs_caught,cannonballs_missed,accPerf,angleup,angledown,outcomeindex,UP,distmean,allASS,blockearnings,picture.wall.stimulusonset,shape.responsearea.stimulusonset,picture.cannonball.stimulusonset,picture.shield_center.stimulusonset,picture.shield.stimulusonset,shieldsize,total_trialnum,perf,predErr,distMean,catch_miss,changepoint,cond_num,cBal,Irreg,oddballProb,predErrMin,predErrNorm,predErrPlus,actRew,rew,UPMin,UPNorm,UPPlus,catchTrial,sigma,oddBall,cp,boatType,initiationRTs,memErr,memErrMin,memErrNorm,memErrPlus,outT,timestampOffset,timestampOnset,timestampPrediction,triggers,vola
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,1,0,1,0,53.22483855607567,25.51889445908927,180,154.17900802581073,1347,0,1,2,208,152,6,25.82099197418927,0,56,1,1,2,1,5,1,1,1,0,154.48110554091073,126.77516144392433,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,2,0,2,0,53.22483855607567,46.67236655583422,15.907551930525841,180,979,0,2,2,41.40755193052584,350.40755193052587,6,164.09244806947416,0,51,1,1,5,1,5,1,1,2,0,30.764814625308382,37.317286625549826,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,3,0,3,0,53.22483855607567,75.61265099778066,42.49370371801192,15.907551930525841,533,0,3,2,67.49370371801191,17.493703718011922,6,26.58615178748608,0,50,1,1,5,1,1,1,1,3,0,33.11894727976874,10.731134838063745,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,4,0,4,0,53.22483855607567,49.26661962506754,75.82766229986802,42.49370371801192,446,0,0,2,82.32766229986802,69.32766229986802,6,33.3339585818561,0,13,1,1,4,1,5,1,1,4,0,26.561042674800483,22.602823743792356,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,5,1,0,0,127.77321598673548,119.04658590285096,45.196891938071914,75.82766229986802,424,0,1,2,58.196891938071914,32.196891938071914,6,30.63077036179611,0,26,1,1,1,1,1,1,1,5,0,73.84969396477905,82.57632404866357,miss,5,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,6,0,1,1,127.77321598673548,117.37912198169636,123.25436657471207,45.196891938071914,1177,1,1,2,140.25436657471207,106.25436657471207,5,78.05747463664015,0,34,1,1,4,1,5,1,1,6,0.5,5.875244593015708,4.518849412023414,hit,NA,2,2,NA,0.14,NA,NA,NA,0.5,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,7,1,0,0,36.17158279665084,31.73153407635561,171.27386422370128,123.25436657471207,727,1,2,2,180.27386422370128,162.27386422370128,6,48.019497648989216,0,18,1,1,2,1,7,1,1,7,0,139.54233014734567,135.10228142705046,miss,7,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,8,0,1,0,36.17158279665084,54.00876569493246,32.061943682813556,171.27386422370128,834,1,3,2,43.061943682813556,21.061943682813556,6,139.21192054088772,0,22,1,1,1,1,4,1,1,8,0,21.9468220121189,4.109639113837282,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,9,0,2,0,36.17158279665084,355.4865559841818,63.43494882292201,32.061943682813556,783,1,0,2,92.93494882292201,33.93494882292201,6,31.373005140108454,0,59,1,1,1,1,4,1,1,9,0,67.94839283874023,27.26336602627117,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2021-10-05,11:10:20,CHANGEPOINT,ORANGE,0.86,6,2,18.775,1,10,0,3,0,36.17158279665084,8.64675273300021,336.32242055930726,63.43494882292201,1259,1,1,2,342.32242055930726,330.32242055930726,6,87.11252826361476,0,12,1,1,4,1,5,1,1,10,0,32.32433217369294,59.84916223734359,miss,NA,2,2,NA,0.14,NA,NA,NA,0,0.5,0,0,0,0,18.775,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
