ID,intercept,PE,blockCond,modRU,modSurp,hit,UP
1,1,-0.848646171157355,0,0.99,0.172911713661531,0,-0.997345906115697
1,1,0.777786605042855,0,0.951169932993498,0.0956672230058325,0,0.821295483920249
1,1,0.275693556541738,0,0.788575744373228,0.0453717372519924,0,0.21877111701024
1,1,-0.831902304659648,0,0.595979272270898,0.113795473187321,0,-0.56570905334875
1,1,-0.352816238954603,0,0.596210627467583,0.0392042239477037,0,-0.45931307201158
1,1,-0.0155238497446852,0,0.541287242748152,0.0289303450183683,1,0.000165684393380158
1,1,0.688999877700256,0,0.522081922519332,0.083159039809395,0,0.71043431932451
1,1,-0.367908605624177,0,0.545617281117011,0.0390980841899906,1,-0.108507264798236
1,1,-0.320175895871523,0,0.528078200236982,0.0360419319599224,1,-0.0855904673714952
1,1,-0.363648352080303,0,0.521972813967996,0.038471381330491,0,-0.373837757386307
1,1,1.41320685049874,0,0.521496961323936,0.776092949552079,0,0.528881550753125
1,1,0.54858823865021,0,0.709222159478824,0.0547547153898401,0,0.377342974794012
1,1,0.88836605470331,0,0.585905699816763,0.138370506280747,0,0.867201819152496
1,1,-0.259283068309767,0,0.608800294416171,0.0354697981488662,1,-0.398572995252713
1,1,0.317347778093301,0,0.542030914282499,0.0361715936581437,1,0.340900466161512
1,1,-0.145296972404721,0,0.525655938677752,0.0298651059934239,1,-0.0637035558436452
1,1,0.367428267696536,0,0.518621219460711,0.0386706623174606,0,0.296545809069701
1,1,1.30931596569001,0,0.520694118023207,0.639310549560443,0,1.24093424406261
1,1,0.426584094251271,0,0.713196871872614,0.0466062988253511,1,1.57687550552211
1,1,-1.34138124053998,0,0.577988868329234,0.580363845430561,0,-1.40349872248163
1,1,0.975617782822982,0,0.752104356458061,0.116440411346628,0,0.96619773670142
1,1,0.294423977295274,0,0.677872163992711,0.0392522551317466,1,0.36485548122302
1,1,0.0325219159654111,0,0.561693731931595,0.0296271616980822,1,0.0184286665226647
1,1,-0.0487721794364932,0,0.52735189545642,0.0286536615758877,1,-0.00498610826373813
1,1,0.467430352657398,0,0.518540668397424,0.046873923069398,0,0.486021139476426
1,1,-1.00533324125913,0,0.524621962530643,0.24423638501231,0,-1.03183540074723
1,1,0.40081713012782,0,0.631283825680094,0.0427505467268906,0,0.398644908907174
1,1,0.0175100328259758,0,0.552835500886529,0.0292944375900697,1,0.110535377198359
1,1,-0.0105196739844731,0,0.525055105149003,0.0284378462005772,1,-0
1,1,2.30364079655923,0,0.517884907170197,0.999904224556601,0,2.26932154193952
1,1,0.400074400890589,0,0.616583006643414,0.0423886389983096,1,0.385854962726585
1,1,0.104853583785026,0,0.548723575223926,0.0298553675332154,0,0.226835345482539
1,1,0.196724644551765,0,0.52431362639264,0.0310630525535805,0,0.259208779648789
1,1,0.414902903051714,0,0.518789034824864,0.0421356598587781,0,0.574835994840758
1,1,0.822719889719924,0,0.522371674723989,0.128106255579109,0,0.884897825887138
1,1,-1.53686132659908,0,0.571639407667161,0.829060792228772,0,-1.54735176511357
1,1,0.149265514887436,0,0.7389384929949,0.0390476064399443,1,0.0797553472990798
1,1,-0.0830017853013008,0,0.575875388610702,0.0304645942640682,1,-0.00151663725270714
