ID,intercept,PE,blockCond,modRU,modSurp,hit,UP
5,1,-0.25868683386516,0,0.99,0.17315186024625,0,-0.463984994576199
5,1,-0.505001113472018,0,0.948946089968308,0.0897373514454839,0,-1.2315011010714
5,1,0.89378472743637,0,0.764814514328046,0.099186018236472,0,1.58015368401327
5,1,-0.356529854248874,0,0.662348664695047,0.0426185596141917,0,-0.743675114695368
5,1,-0.556559629722413,0,0.560071970264181,0.0585547761798233,0,-1.3845146917801
5,1,2.43243682302377,0,0.542963639590722,0.999956511041951,0,2.80426344038578
5,1,-1.02278257535435,0,0.632537130577655,0.19048974659448,0,-0.955458452170219
5,1,0.143867839541885,0,0.668652105038845,0.0361660307801379,1,-0.378376331494163
5,1,0.150541114219777,0,0.556206593791533,0.0318948118725203,0,0.338907272160697
5,1,-0.0834119842531544,0,0.526790358173428,0.0299211210247915,1,0.290060573209288
5,1,-0.691609097933849,0,0.518657052963991,0.086858691849917,0,-1.33117173351609
5,1,1.44458429801433,0,0.545842056560905,0.779715645600392,0,0.234683592663148
5,1,0.770886176655984,0,0.726619725607947,0.0825166004528953,0,1.08001373418973
5,1,-0.364373279909642,0,0.623514529169638,0.0418457211246173,1,-0.362859690298474
5,1,0.135162707987309,0,0.549558520082542,0.0313869185507638,1,-0.122442310407491
5,1,2.45561020125027,0,0.524918857402446,0.999980134361975,0,-2.44251238322069
5,1,-0.851308399220194,0,0.620902711062005,0.118084728991039,0,-1.36650616797388
5,1,0.580561588861432,0,0.610072118553086,0.0605766374903648,0,1.12161351648705
5,1,-0.495195596038603,0,0.55984055937214,0.0512029697429814,0,-1.23837951024718
5,1,0.676635498371333,0,0.538375207085515,0.0812009618920362,0,1.00153866965319
5,1,-0.128628094374752,0,0.549750196769612,0.0312750710721517,1,0.332298068310943
5,1,-1.20787928309796,0,0.524913845088673,0.492109238347173,0,-1.50087986507451
5,1,0.0199554180752158,0,0.701286318667115,0.0368038921197974,1,-0.732703216899571
5,1,-2.80982042211717,0,0.56418904381412,0.999998932004165,0,2.93824480974403
5,1,2.98647476787585,0,0.646295917941927,0.999995978105859,0,-0.0779109775733813
5,1,-3.13218408603085,0,0.702380098481742,0.999988061152069,0,2.80888227463025
5,1,0.263998997026269,0,0.743140012298647,0.0430964854586203,0,0.449852841525902
5,1,0.172750825240408,0,0.580588788347797,0.0331708848569469,1,-0.00950755688747492
5,1,0.604841750649547,0,0.533385725823247,0.0669357322545754,0,1.14761371140179
5,1,-0.808893546968343,0,0.539557487944634,0.121827004113958,0,-1.75128159349023
5,1,1.40605437480544,0,0.575010133358069,0.681237168489466,0,0.134109163435711
5,1,-0.314510030439365,0,0.753517356055528,0.0453365573989168,1,1.66313545885539
5,1,-1.79062216519843,0,0.585901511408201,0.96121333960278,0,-2.01386818838392
5,1,-0.175467799887819,0,0.699312214811207,0.0383368608980335,1,-0.576904499484568
5,1,0.665043833436671,0,0.565186650125044,0.0764625378033417,0,0.833635885926907
5,1,0.277859849103846,0,0.556295108503174,0.035853513817538,1,0.516649150438746
5,1,-0.912105132215359,0,0.528787251983105,0.177545453029428,0,-1.02865260848196
5,1,0.174785746424286,0,0.601028992203977,0.0339277004034649,1,0.317324800269908
5,1,0.462401554131862,0,0.538742854015787,0.0479086762002896,0,0.610104450588098
5,1,-0.360038605411879,0,0.530476613975979,0.0396560463607916,0,-0.627251898564867
5,1,0.158942346593003,0,0.523981664124712,0.0311255457998003,1,0.163344370257909
5,1,1.20027775543504,0,0.51845498137224,0.491181925840441,0,1.28552349194615
5,1,-0.625436320721501,0,0.696331433420191,0.0641913351733852,0,-0.866350569397722
5,1,0.324141530476553,0,0.591066801327627,0.0388862174182685,0,0.31059229860705
5,1,-0.266910195034859,0,0.539304248680359,0.0349665083571753,0,-0.394900767578392
5,1,0.116412026007479,0,0.524034934638928,0.0302974201077382,1,-0.0187209556553559
