"build","experimentName","subject","date","time","block","StaySwitch","conc","trialnum","outcomeindex","practiceblock","cannon","ang","angmu","cannonballs_caught","cannonballs_missed","r","centsearned","totalearnings"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","1","0","185.1225597651495036189","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","1","0","165.1225597651495036189","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","1","0","165.1225597651495036189","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","1","0","165.1225597651495036189","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","1","165.1225597651495036189","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","1","96.8991344871230211311","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","1","96.8991344871230211311","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","1","96.8991344871230211311","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","96.8991344871230211311","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","96.8991344871230211311","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","169.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","167.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","165.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","145.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","125.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","105.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","85.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","65.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","45.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","25.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","5.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","-14.5779273730185536806","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","-12.5779273730185536806","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","-10.5779273730185536806","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","-8.5779273730185536806","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","-6.5779273730185536806","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","-4.5779273730185536806","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","-2.5779273730185536806","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","-2.5779273730185536806","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","6","2","1","0","0","1","2","357.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","357.4220726269814463194","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","12.0575427964929353664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","10.0575427964929353664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","8.0575427964929353664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","6.0575427964929353664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","4.0575427964929353664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","2.0575427964929353664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","0.0575427964929353664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","-1.9424572035070646336","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","-1.9424572035070646336","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","2","2","358.0575427964929531299","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","2","1","0","0","3","2","358.0575427964929531299","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","0","0","18.7749999999999985789","0","5","3","1","0","0","3","2","358.0575427964929531299","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","0","0","3","2","358.0575427964929531299","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","0","0","3","2","358.0575427964929531299","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","33.9303752785121588431","0","3","2","79.5528761757427957946","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","33.9303752785121588431","0","3","2","79.5528761757427957946","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","33.9303752785121588431","0","3","2","79.5528761757427957946","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","33.9303752785121588431","0","3","3","79.5528761757427957946","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","33.9303752785121588431","0","3","3","79.5528761757427957946","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","-3.1320930212541790993","0","3","3","79.9363993394506167078","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","-3.1320930212541790993","0","3","3","79.9363993394506167078","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","-3.1320930212541790993","0","3","3","79.9363993394506167078","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","-3.1320930212541790993","0","3","4","79.9363993394506167078","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","-3.1320930212541790993","0","3","4","79.9363993394506167078","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","4.7444902351605797719","0","3","4","2.4836335709513241987","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","4.7444902351605797719","0","3","4","-17.5163664290486771336","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","4.7444902351605797719","0","3","4","2.4836335709513228664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","4.7444902351605797719","0","3","4","2.4836335709513228664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","4.7444902351605797719","0","3","4","2.4836335709513228664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","4.7444902351605797719","0","4","4","2.4836335709513228664","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","-3.0408510999918649809","0","4","4","7.2316174130494745853","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","-3.0408510999918649809","0","4","4","5.2316174130494745853","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","-3.0408510999918649809","0","4","4","3.2316174130494745853","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","-3.0408510999918649809","0","4","4","1.2316174130494745853","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","-3.0408510999918649809","0","4","4","-0.7683825869505254147","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","-3.0408510999918649809","0","4","4","-0.7683825869505254147","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","-3.0408510999918649809","0","4","4","359.2316174130494914607","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","-3.0408510999918649809","0","5","4","359.2316174130494914607","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","109.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","89.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","69.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","49.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","29.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","9.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","-10.8717365448530216554","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","9.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","7.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","5.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","3.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","1.1282634551469783446","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","-0.8717365448530216554","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","-0.8717365448530216554","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","359.1282634551469641337","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","5","4","359.1282634551469641337","0.0500000000000000028","0"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","0","0","359.1282634551469641337","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","0","0","359.1282634551469641337","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","1","18.7749999999999985789","0","5","4","1","96.82278189668978996","88.1807934716764805216","0","0","359.1282634551469641337","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","6.8080507751572998387","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-13.1919492248427001613","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-33.1919492248427019376","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-53.1919492248427019376","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-73.1919492248427019376","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-93.1919492248427019376","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-113.1919492248427019376","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-133.1919492248426877268","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-153.1919492248426877268","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-173.1919492248426877268","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-171.1919492248426877268","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-169.1919492248426877268","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-167.1919492248426877268","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-165.1919492248426877268","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-163.1919492248426877268","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","-163.1919492248426877268","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","5","4","1","195.6555957840211590337","175.680947433384346823","0","0","196.8080507751573122732","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","195.6555957840211590337","175.680947433384346823","0","1","196.8080507751573122732","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","193.6474794521492412969","175.680947433384346823","0","1","216.4133439351369929682","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","193.6474794521492412969","175.680947433384346823","0","1","218.4133439351369929682","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","193.6474794521492412969","175.680947433384346823","0","1","220.4133439351369929682","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","193.6474794521492412969","175.680947433384346823","0","1","218.4133439351369929682","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","193.6474794521492412969","175.680947433384346823","0","1","216.4133439351369929682","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","193.6474794521492412969","175.680947433384346823","0","1","214.4133439351369929682","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","193.6474794521492412969","175.680947433384346823","0","1","212.4133439351369929682","0.0500000000000000028","0.25"
"6.4.2","Cannonball Task","olivia","2021-07-01","18:07:53","2","0","18.7749999999999985789","0","6","4","1","193.6474794521492412969","175.680947433384346823","0","1","210.4133439351369929682","0.0500000000000000028","0.25"
